time,P,G(i),H_sun,T2m,WS10m,Int
20160622:1030,665.48,407.32,12.17,14.49,2.97,0
20160622:1130,1103.84,684.79,22.24,15.53,2.62,0
20160622:1230,1171.56,730.8,32.66,16.91,3.38,0
20160622:1330,1150.14,720.76,43.12,17.98,3.59,0
20160622:1430,1200.78,754.69,53.14,18.82,3.93,0
20160622:1530,1317.42,830.26,61.83,19.44,4.55,0
20160622:1630,1229.28,771.4,67.26,20.15,4.9,0
20160622:1730,1264.74,796.88,66.85,20.52,4.62,0
20160622:1830,1257.82,793.34,60.85,21,4.69,0
20160622:1930,1185.44,744.97,51.91,20.79,4.28,0
20160622:2030,1152.26,721.37,41.8,20.57,4.48,0
20160622:2130,1063.76,662.47,31.32,20.42,4.48,0
20160622:2230,1014.2,630.59,20.93,20.5,4.07,0
20160622:2330,930.7,579.84,10.92,20.32,3.24,0
20160623:0030,1.24,5.43,1.64,19.57,2.48,0
20160623:0130,0,0,0,18.49,2.34,0
20160623:0230,0,0,0,17.57,2.34,0
20160623:0330,0,0,0,17.16,2.07,0
20160623:0430,0,0,0,16.56,1.86,0
20160623:0530,0,0,0,15.96,1.59,0
20160623:0630,0,0,0,15.59,1.59,0
20160623:0730,0,0,0,14.9,2,0
20160623:0830,0,0,0,14.26,1.93,0
20160623:0930,452.74,279.09,2.72,13.8,1.86,0
20160623:1030,571.52,351.4,12.13,13.73,1.72,0
20160623:1130,670.68,414.64,22.2,14.91,1.66,0
20160623:1230,844.88,524.8,32.62,16.31,2.07,0
20160623:1330,1238.74,784.58,43.08,17.76,2.48,0
20160623:1430,1417.3,906.44,53.1,19.1,3.38,0
20160623:1530,1475.18,946.78,61.8,20.24,4.14,0
20160623:1630,1456.86,932.63,67.24,21.01,4.41,0
20160623:1730,1565.54,1017.49,66.85,21.69,4.41,0
20160623:1830,1271.34,809.39,60.87,22.42,4.41,0
20160623:1930,1123.08,711.93,51.94,23.01,4.34,0
20160623:2030,616.1,392.25,41.83,23.11,4.55,0
20160623:2130,796.98,501.79,31.35,22.48,4.14,0
20160623:2230,798.94,499.83,20.96,22.11,4.07,0
20160623:2330,655.18,410.67,10.95,21.34,3.45,0
20160624:0030,1.38,5.83,1.66,20.15,3.03,0
20160624:0130,0,0,0,18.8,2.55,0
20160624:0230,0,0,0,17.65,2.21,0
20160624:0330,0,0,0,16.66,2.07,0
20160624:0430,0,0,0,15.7,1.93,0
20160624:0530,0,0,0,14.7,1.86,0
20160624:0630,0,0,0,13.91,2,0
20160624:0730,0,0,0,13.6,2.76,0
20160624:0830,0,0,0,13.14,2.62,0
20160624:0930,526.32,320.63,2.67,12.78,2.21,0
20160624:1030,1009.4,618.28,12.08,12.71,1.86,0
20160624:1130,1291.82,815.71,22.15,14.13,1.38,0
20160624:1230,1427.14,921.84,32.58,16.08,1.45,0
20160624:1330,1492.38,979.47,43.03,17.8,1.52,0
20160624:1430,1512.24,1009.33,53.06,19.22,1.17,0
20160624:1530,1503.42,1023.03,61.76,20.54,0.55,0
20160624:1630,1492.34,1029.16,67.22,21.76,0.21,0
20160624:1730,1493.94,1026.65,66.85,22.67,0.55,0
20160624:1830,1482.16,1009.83,60.89,23.5,1.03,0
20160624:1930,1489.7,1003.97,51.96,25.04,2.07,0
20160624:2030,1303.26,856.46,41.85,25.32,2.34,0
20160624:2130,1370.68,906.9,31.38,25.29,2.28,0
20160624:2230,1229.22,800.97,20.98,25.3,2.28,0
20160624:2330,945.4,605.3,10.97,24.95,2,0
20160625:0030,0.38,6.07,1.67,23.83,1.79,0
20160625:0130,0,0,0,22.28,2.34,0
20160625:0230,0,0,0,20.96,2.69,0
20160625:0330,0,0,0,20.03,2.83,0
20160625:0430,0,0,0,19.4,2.69,0
20160625:0530,0,0,0,18.97,2.48,0
20160625:0630,0,0,0,18.57,2.14,0
20160625:0730,0,0,0,17.78,2.14,0
20160625:0830,0,0,0,17.13,1.79,0
20160625:0930,308.82,198,2.62,16.26,1.38,0
20160625:1030,922.08,575.07,12.03,16.5,1.1,0
20160625:1130,1250.72,806,22.1,18.05,0.83,0
20160625:1230,1382.66,911.45,32.52,20.44,1.1,0
20160625:1330,1447.74,969.14,42.98,22.37,1.31,0
20160625:1430,1477,999.36,53.01,24.29,1.52,0
20160625:1530,1492.52,1015.64,61.71,25.91,1.79,0
20160625:1630,1459.82,991.72,67.18,27.04,1.93,0
20160625:1730,1454.9,993.81,66.84,27.8,1.79,0
20160625:1830,1472.42,1014.21,60.89,28.4,1.66,0
20160625:1930,1375.64,932.72,51.98,28.99,1.93,0
20160625:2030,1350.32,913.93,41.88,29.14,1.86,0
20160625:2130,1144.3,757.56,31.4,29.17,1.86,0
20160625:2230,1092.34,720.62,21,28.96,1.59,0
20160625:2330,890.24,582.62,10.99,28.46,0.9,0
20160626:0030,0,7.08,1.68,26.96,1.1,0
20160626:0130,0,0,0,24.98,2.07,0
20160626:0230,0,0,0,23.73,2.76,0
20160626:0330,0,0,0,22.94,2.97,0
20160626:0430,0,0,0,22.37,2.83,0
20160626:0530,0,0,0,21.86,2.41,0
20160626:0630,0,0,0,21.05,2,0
20160626:0730,0,0,0,19.65,1.86,0
20160626:0830,0,0,0,18.72,1.72,0
20160626:0930,380.64,242.27,2.57,17.95,1.52,0
20160626:1030,962.4,602.73,11.98,17.76,1.31,0
20160626:1130,1223.14,791.45,22.04,19.83,0.9,0
20160626:1230,1364.26,904.66,32.47,21.98,1.03,0
20160626:1330,1425.14,958.14,42.93,23.91,1.31,0
20160626:1430,1450.26,983.39,52.96,25.72,1.59,0
20160626:1530,1472.08,999.57,61.66,27.39,2.21,0
20160626:1630,1490.84,1012.14,67.15,28.78,2.83,0
20160626:1730,1487.62,1009.59,66.82,29.99,3.24,0
20160626:1830,1197.04,793.16,60.9,31.04,3.45,0
20160626:1930,1062.32,694.74,51.99,30.55,3.86,0
20160626:2030,975,632.89,41.89,30.55,4.14,0
20160626:2130,943,611.61,31.42,30.18,3.66,0
20160626:2230,711.06,462.56,21.02,29.81,2.97,0
20160626:2330,167.38,127.06,11,29.14,1.86,0
20160627:0030,0,5.03,1.68,28.03,1.59,0
20160627:0130,0,0,0,26.5,2.41,0
20160627:0230,0,0,0,25.42,2.83,0
20160627:0330,0,0,0,24.82,3.17,0
20160627:0430,0,0,0,24.22,3.31,0
20160627:0530,0,0,0,23.97,3.31,0
20160627:0630,0,0,0,23.72,3.24,0
20160627:0730,0,0,0,23.73,3.45,0
20160627:0830,0,0,0,23.07,2.9,0
20160627:0930,26.6,28.37,2.51,22.41,2.07,0
20160627:1030,47.38,43.73,11.92,22.17,2.14,0
20160627:1130,163.5,118.66,21.99,22.38,2.55,0
20160627:1230,212.22,149.44,32.41,22.62,2.97,0
20160627:1330,155.92,115.4,42.87,22.43,3.17,0
20160627:1430,368.12,244.67,52.9,22.17,3.72,0
20160627:1530,289.48,197.62,61.61,22.69,3.72,0
20160627:1630,361.06,241.96,67.1,22.88,3.59,0
20160627:1730,435.26,288.37,66.8,23.77,4.9,0
20160627:1830,1152.16,730.3,60.89,24.56,5.45,0
20160627:1930,1153.76,734.82,52,26.74,5.59,0
20160627:2030,932.22,593.18,41.9,27.53,5.17,0
20160627:2130,1117.38,716.16,31.43,27.62,4.55,0
20160627:2230,927.4,592.1,21.03,27.55,3.93,0
20160627:2330,726.74,464.9,11.01,27.19,3.17,0
20160628:0030,0,5.71,1.68,26.33,3.03,0
20160628:0130,0,0,0,24.92,2.97,0
20160628:0230,0,0,0,23.81,3.03,0
20160628:0330,0,0,0,23.28,3.17,0
20160628:0430,0,0,0,22.61,3.1,0
20160628:0530,0,0,0,21.97,2.83,0
20160628:0630,0,0,0,21.45,2.55,0
20160628:0730,0,0,0,21.18,2.76,0
20160628:0830,0,0,0,20.59,2.55,0
20160628:0930,308.66,201.22,2.45,20.19,2.14,0
20160628:1030,509.28,322.57,11.85,19.88,1.79,0
20160628:1130,838.3,527.56,21.92,20.61,1.66,0
20160628:1230,863.44,547.41,32.35,21.75,1.66,0
20160628:1330,1233.64,803.57,42.8,22.73,1.52,0
20160628:1430,1121.66,728.2,52.83,24.12,1.66,0
20160628:1530,851.48,547.55,61.55,25.05,1.86,0
20160628:1630,918.8,592.9,67.05,25.05,1.52,0
20160628:1730,949.42,619.85,66.77,25.77,1.17,0
20160628:1830,975.58,642.84,60.89,26.16,0.62,0
20160628:1930,586.24,385.12,52,25.71,0.9,0
20160628:2030,898.48,583.16,41.91,24.63,0.76,0
20160628:2130,660.72,425.35,31.44,24.45,1.52,0
20160628:2230,464.84,301.69,21.04,24.01,2,0
20160628:2330,228.08,157.52,11.01,23.01,2.14,0
20160629:0030,0,3.51,1.67,21.4,1.1,0
20160629:0130,0,0,0,20.66,0.97,0
20160629:0230,0,0,0,19.67,1.17,0
20160629:0330,0,0,0,19.41,1.38,0
20160629:0430,0,0,0,19.2,2,0
20160629:0530,0,0,0,18.89,2.76,0
20160629:0630,0,0,0,18.49,2.9,0
20160629:0730,0,0,0,18.41,2.62,0
20160629:0830,0,0,0,18.07,3.1,0
20160629:0930,100.72,73.57,2.38,17.62,3.1,0
20160629:1030,92.56,68.95,11.79,17.26,2.76,0
20160629:1130,205.76,138.25,21.85,17.11,2.21,0
20160629:1230,184.6,128.66,32.28,17.81,2.14,0
20160629:1330,592.02,375,42.74,18.43,2,0
20160629:1430,451.94,293.26,52.77,19.48,1.66,0
20160629:1530,580.66,372.07,61.48,19.93,2.14,0
20160629:1630,900.88,571.17,66.99,20.64,2.62,0
20160629:1730,717.78,457.6,66.73,21.47,2.55,0
20160629:1830,760.12,482.75,60.87,21.44,2.55,0
20160629:1930,603.1,387.63,52,22.05,2.21,0
20160629:2030,564.28,360.7,41.91,21.15,2.9,0
20160629:2130,767.74,480.83,31.44,20.19,3.17,0
20160629:2230,504.26,320.29,21.04,20.39,2.76,0
20160629:2330,317.5,208.36,11.01,20.31,2.28,0
20160630:0030,1.02,5.31,1.66,20,1.86,0
20160630:0130,0,0,0,19.37,1.93,0
20160630:0230,0,0,0,18.82,1.86,0
20160630:0330,0,0,0,18.32,1.72,0
20160630:0430,0,0,0,17.66,1.66,0
20160630:0530,0,0,0,16.85,1.66,0
20160630:0630,0,0,0,16.17,1.66,0
20160630:0730,0,0,0,15.47,1.66,0
20160630:0830,0,0,0,15.38,1.79,0
20160630:0930,386.96,242.38,2.31,15.4,1.79,0
20160630:1030,744.08,458.21,11.72,15.5,1.93,0
20160630:1130,1064.12,661.84,21.78,16.27,2.21,0
20160630:1230,1321.16,841.14,32.21,17.72,2.34,0
20160630:1330,1422.96,920.81,42.67,19.44,2.48,0
20160630:1430,1528.9,1006.9,52.7,21.27,2.69,0
20160630:1530,1560.8,1035.64,61.41,23.15,3.1,0
20160630:1630,1494.48,985.19,66.93,24.62,3.59,0
20160630:1730,1524.72,1010.75,66.69,25.37,3.66,0
20160630:1830,1509.32,1002.2,60.85,25.94,3.59,0
20160630:1930,1521.18,1012.99,51.99,26.42,3.66,0
20160630:2030,1493.92,991.92,41.91,26.73,3.72,0
20160630:2130,1263.12,820.46,31.44,26.79,3.72,0
20160630:2230,1130.88,730.4,21.03,26.38,2.9,0
20160630:2330,908.84,580.15,11,25.46,2.55,0
20160701:0030,0.3,5.98,1.64,23.94,2.83,0
20160701:0130,0,0,0,22.31,3.1,0
20160701:0230,0,0,0,21.13,3.03,0
20160701:0330,0,0,0,20.08,2.83,0
20160701:0430,0,0,0,19.21,2.62,0
20160701:0530,0,0,0,18.48,2.55,0
20160701:0630,0,0,0,17.9,2.41,0
20160701:0730,0,0,0,16.84,2.34,0
20160701:0830,0,0,0,16.34,2.28,0
20160701:0930,3.52,6.66,2.23,15.84,2.14,0
20160701:1030,1007.6,624.25,11.64,15.55,1.79,0
20160701:1130,1284.82,821.96,21.71,16.9,1.24,0
20160701:1230,1342.94,878.48,32.13,18.8,0.9,0
20160701:1330,1394.86,926.92,42.59,20.66,0.97,0
20160701:1430,1345.56,896.85,52.62,22.45,1.1,0
20160701:1530,1376.64,922.44,61.33,23.99,1.38,0
20160701:1630,1231.46,811.37,66.85,25.36,2.14,0
20160701:1730,906.12,587.14,66.64,26.03,2.9,0
20160701:1830,964.84,622.65,60.82,26.1,3.24,0
20160701:1930,838.88,537.66,51.98,26.18,3.86,0
20160701:2030,676.1,438.1,41.9,26.31,3.1,0
20160701:2130,154.64,117.39,31.43,26.29,2.14,0
20160701:2230,35.24,35.77,21.02,23.03,3.1,0
20160701:2330,0,3.24,10.99,20.13,2,0
20160702:0030,0,0.7,1.61,18.95,0.76,0
20160702:0130,0,0,0,18.16,1.03,0
20160702:0230,0,0,0,17.96,1.79,0
20160702:0330,0,0,0,18.41,2.34,0
20160702:0430,0,0,0,17.67,3.31,0
20160702:0530,0,0,0,17.31,4.48,0
20160702:0630,0,0,0,16.85,5.1,0
20160702:0730,0,0,0,16.34,5.45,0
20160702:0830,0,0,0,16.08,5.72,0
20160702:0930,2.82,5.95,2.15,15.99,5.59,0
20160702:1030,245.66,159.21,11.56,15.69,6.28,0
20160702:1130,527.5,322.95,21.63,15.39,6.9,0
20160702:1230,394.96,247.17,32.06,15.35,7.31,0
20160702:1330,594.62,365.65,42.51,15.38,6.69,0
20160702:1430,668.74,409.95,52.54,16.15,6.48,0
20160702:1530,1067.16,651.66,61.25,16.81,6.34,0
20160702:1630,909.42,560.47,66.78,18.01,6.28,0
20160702:1730,630.18,392.39,66.58,18.66,6.48,0
20160702:1830,934.24,576.05,60.79,18.49,6.21,0
20160702:1930,1244.14,768.34,51.96,18.63,6.83,0
20160702:2030,1186.68,732.09,41.89,18.96,6.69,0
20160702:2130,828.26,509.81,31.42,19.04,6.28,0
20160702:2230,769.96,473.02,21.01,18.89,6,0
20160702:2330,632.42,390.43,10.97,18.55,4.97,0
20160703:0030,2.18,5.94,1.58,17.96,3.45,0
20160703:0130,0,0,0,17.05,2.9,0
20160703:0230,0,0,0,16.27,2.83,0
20160703:0330,0,0,0,15.68,3.1,0
20160703:0430,0,0,0,15.33,3.31,0
20160703:0530,0,0,0,15.11,3.38,0
20160703:0630,0,0,0,14.87,3.1,0
20160703:0730,0,0,0,14.9,3.17,0
20160703:0830,0,0,0,14.6,3.31,0
20160703:0930,3.8,6.41,2.07,14.28,3.24,0
20160703:1030,992.78,605.21,11.48,14.21,3.24,0
20160703:1130,1303.46,812.07,21.55,15.05,3.03,0
20160703:1230,1443.32,912.69,31.97,16.51,3.38,0
20160703:1330,1521.74,975.63,42.43,18.1,3.52,0
20160703:1430,1530.24,986.72,52.45,19.76,3.79,0
20160703:1530,1365.28,868.3,61.16,21.31,4.41,0
20160703:1630,1249.92,787.96,66.69,22.17,5.03,0
20160703:1730,1145.58,720.17,66.52,22.82,5.38,0
20160703:1830,1295.14,822.54,60.75,23.21,5.31,0
20160703:1930,1409.32,904.59,51.93,24.19,5.38,0
20160703:2030,1346.64,860.97,41.87,24.82,5.45,0
20160703:2130,1215.84,774.03,31.41,24.94,4.9,0
20160703:2230,960.68,607.02,20.99,24.6,4.07,0
20160703:2330,841.86,531.09,10.95,23.64,3.03,0
20160704:0030,0.72,5.7,1.55,21.94,2.69,0
20160704:0130,0,0,0,20.36,3.03,0
20160704:0230,0,0,0,19.47,3.31,0
20160704:0330,0,0,0,18.7,3.52,0
20160704:0430,0,0,0,18.09,3.52,0
20160704:0530,0,0,0,17.57,3.52,0
20160704:0630,0,0,0,17.16,3.52,0
20160704:0730,0,0,0,16.9,3.72,0
20160704:0830,0,0,0,16.59,3.52,0
20160704:0930,2.88,6.12,1.98,16.23,3.45,0
20160704:1030,942.9,577.15,11.39,16.08,3.52,0
20160704:1130,1255.64,783.34,21.46,16.83,3.31,0
20160704:1230,1418.42,896.05,31.89,18.2,4,0
20160704:1330,1497.94,957.21,42.34,19.68,4.28,0
20160704:1430,1533.96,990.69,52.37,21.17,4.28,0
20160704:1530,1515.88,984.38,61.07,22.73,4.28,0
20160704:1630,1435.1,929.78,66.6,24.17,4.34,0
20160704:1730,1449.4,945.49,66.45,25.32,4.34,0
20160704:1830,1230.22,791.14,60.7,26.3,4.48,0
20160704:1930,1375.64,895.3,51.9,26.64,4.48,0
20160704:2030,1332.7,865.27,41.85,27,4.41,0
20160704:2130,1201.6,775.24,31.38,27.06,4.14,0
20160704:2230,976.08,626.62,20.97,26.74,3.03,0
20160704:2330,801.64,511.77,10.92,25.86,2.55,0
20160705:0030,0,5.54,1.5,24.28,2.83,0
20160705:0130,0,0,0,22.76,3.24,0
20160705:0230,0,0,0,21.8,3.24,0
20160705:0330,0,0,0,20.86,2.9,0
20160705:0430,0,0,0,19.99,2.48,0
20160705:0530,0,0,0,19.09,2.14,0
20160705:0630,0,0,0,18.25,1.93,0
20160705:0730,0,0,0,17.33,2,0
20160705:0830,0,0,0,16.72,1.93,0
20160705:0930,2.82,6.06,1.88,16.24,2,0
20160705:1030,897.44,554.62,11.3,16.05,1.93,0
20160705:1130,1148.52,724.8,21.37,17.31,1.66,0
20160705:1230,1185.4,754.7,31.8,19.1,2.07,0
20160705:1330,1174.92,752.49,42.25,20.73,2.34,0
20160705:1430,1306.76,848.41,52.27,22.23,2.48,0
20160705:1530,1440.84,954.39,60.97,23.95,2.48,0
20160705:1630,1510.44,1015.48,66.51,25.77,2.62,0
20160705:1730,1507.48,1012.52,66.37,27.16,3.17,0
20160705:1830,1516.24,1014.84,60.65,27.95,3.79,0
20160705:1930,1504.3,1008.94,51.87,28.3,3.66,0
20160705:2030,1456.2,969.89,41.82,28.63,3.86,0
20160705:2130,1269.96,829.95,31.36,28.75,4,0
20160705:2230,1074.18,698.94,20.94,28.47,2.62,0
20160705:2330,925.94,602.09,10.88,27.73,1.38,0
20160706:0030,0,5.48,1.46,26.39,1.79,0
20160706:0130,0,0,0,24.16,2.76,0
20160706:0230,0,0,0,23.3,3.17,0
20160706:0330,0,0,0,22.57,3.59,0
20160706:0430,0,0,0,22.19,3.66,0
20160706:0530,0,0,0,21.69,3.52,0
20160706:0630,0,0,0,21.13,3.17,0
20160706:0730,0,0,0,20.24,3.17,0
20160706:0830,0,0,0,19.73,2.97,0
20160706:0930,1.56,5.71,1.78,19.27,2.76,0
20160706:1030,884.24,549.38,11.2,19.04,2.69,0
20160706:1130,1122.58,707.93,21.28,19.9,2.62,0
20160706:1230,1318.22,844.07,31.71,21.28,3.1,0
20160706:1330,1426.98,929.03,42.16,22.74,3.17,0
20160706:1430,1476.38,971.43,52.18,24.28,3.38,0
20160706:1530,1450.28,956.48,60.87,25.64,3.45,0
20160706:1630,1195.18,771.86,66.4,26.71,3.93,0
20160706:1730,1304.74,848.05,66.29,27.22,4.34,0
20160706:1830,969.76,622.37,60.59,27.89,4.48,0
20160706:1930,921.98,593.77,51.83,28.29,3.31,0
20160706:2030,1043.16,674.79,41.78,28.37,3.31,0
20160706:2130,1043.72,676.17,31.32,28.55,3.1,0
20160706:2230,801.42,518,20.9,28.45,2.48,0
20160706:2330,675.58,438.4,10.84,27.68,1.52,0
20160707:0030,0,4.84,1.4,26.64,1.17,0
20160707:0130,0,0,0,25.19,0.83,0
20160707:0230,0,0,0,25.31,0.48,0
20160707:0330,0,0,0,23.19,0.83,0
20160707:0430,0,0,0,22.54,1.24,0
20160707:0530,0,0,0,22.21,2.14,0
20160707:0630,0,0,0,21.31,2.62,0
20160707:0730,0,0,0,20.22,2.69,0
20160707:0830,0,0,0,19.83,2.9,0
20160707:0930,0.3,4.09,1.68,19.52,2.76,0
20160707:1030,131.52,95.27,11.1,19.26,2.34,0
20160707:1130,236.66,160.32,21.18,19.26,2.48,0
20160707:1230,307.64,203.58,31.61,19.52,2.55,0
20160707:1330,332.08,219.95,42.06,19.9,2.28,0
20160707:1430,838.6,530.9,52.08,20.37,2.14,0
20160707:1530,1037.74,665.72,60.76,21.74,1.93,0
20160707:1630,963.96,619.65,66.3,23.05,1.72,0
20160707:1730,1097.02,711.27,66.2,23.67,1.79,0
20160707:1830,805.1,520.7,60.53,24.45,2,0
20160707:1930,648.6,416.33,51.78,24.58,3.59,0
20160707:2030,971.34,618.06,41.74,24.08,3.38,0
20160707:2130,917.96,580.52,31.28,23.91,3.66,0
20160707:2230,590.68,375.44,20.86,23.5,3.79,0
20160707:2330,230.2,157.83,10.8,22.73,3.59,0
20160708:0030,0.08,4.74,1.34,21.97,3.17,0
20160708:0130,0,0,0,21.19,2.48,0
20160708:0230,0,0,0,20.53,2.21,0
20160708:0330,0,0,0,19.65,1.93,0
20160708:0430,0,0,0,18.95,2.07,0
20160708:0530,0,0,0,18.3,2.34,0
20160708:0630,0,0,0,17.79,2.41,0
20160708:0730,0,0,0,17.1,2.62,0
20160708:0830,0,0,0,16.88,2.76,0
20160708:0930,2.02,5.27,1.57,16.55,2.69,0
20160708:1030,71.22,55.41,11,16.46,3.1,0
20160708:1130,297.82,193.38,21.08,16.62,3.24,0
20160708:1230,416.14,264.67,31.51,17.35,3.72,0
20160708:1330,646.04,405.19,41.96,18.01,3.38,0
20160708:1430,544.02,347.38,51.97,19.19,3.66,0
20160708:1530,538.78,345.94,60.65,20.05,3.59,0
20160708:1630,670.82,427.35,66.18,20.85,3.66,0
20160708:1730,802.1,511.47,66.1,21.86,3.59,0
20160708:1830,364.68,245,60.46,22.76,3.45,0
20160708:1930,356.62,237.78,51.72,21.43,3.59,0
20160708:2030,445.36,288.74,41.7,21.4,3.59,0
20160708:2130,176.72,126.58,31.24,21.35,3.45,0
20160708:2230,273.92,182.72,20.81,21.01,3.17,0
20160708:2330,108.9,81.74,10.74,20.71,3.24,0
20160709:0030,0,2.61,1.28,20.21,3.24,0
20160709:0130,0,0,0,19.76,3.45,0
20160709:0230,0,0,0,19.26,3.72,0
20160709:0330,0,0,0,18.62,4,0
20160709:0430,0,0,0,17.94,3.93,0
20160709:0530,0,0,0,17.3,3.72,0
20160709:0630,0,0,0,17,3.59,0
20160709:0730,0,0,0,17.4,2.97,0
20160709:0830,0,0,0,17.47,2.62,0
20160709:0930,0,1,1.46,17.31,2.76,0
20160709:1030,14.82,16.93,10.89,17.36,2.9,0
20160709:1130,36.56,33.29,20.98,17.31,3.24,0
20160709:1230,92.66,71,31.41,17.66,3.59,0
20160709:1330,94.8,72.4,41.86,17.83,4.28,0
20160709:1430,208.18,143.2,51.86,17.66,4.07,0
20160709:1530,284.7,188.98,60.54,17.8,4.21,0
20160709:1630,366.36,238.95,66.06,17.96,4.28,0
20160709:1730,373.8,243.32,66,18.23,4.28,0
20160709:1830,165.8,117.93,60.38,18.5,4.14,0
20160709:1930,184.16,129.57,51.67,18.72,3.72,0
20160709:2030,78.58,62.66,41.65,18.68,3.59,0
20160709:2130,42.96,38.41,31.19,18.36,3.72,0
20160709:2230,32.9,30.99,20.76,17.84,3.79,0
20160709:2330,8.8,12.14,10.69,17.35,3.86,0
20160710:0030,0,1.79,1.21,17.5,3.93,0
20160710:0130,0,0,0,16.83,3.93,0
20160710:0230,0,0,0,16.6,3.86,0
20160710:0330,0,0,0,16.42,3.45,0
20160710:0430,0,0,0,16.26,3.1,0
20160710:0530,0,0,0,16.12,3.03,0
20160710:0630,0,0,0,15.96,2.9,0
20160710:0730,0,0,0,15.77,2.97,0
20160710:0830,0,0,0,15.65,3.03,0
20160710:0930,0,1.37,1.35,15.55,3.03,0
20160710:1030,4.68,7.64,10.78,15.44,3.17,0
20160710:1130,21.98,21.6,20.87,15.33,3.38,0
20160710:1230,50.58,41.61,31.3,15.26,3.45,0
20160710:1330,100.6,74.06,41.75,15.39,4,0
20160710:1430,172.04,118.73,51.75,15.55,4.62,0
20160710:1530,221.52,149.32,60.41,15.84,5.03,0
20160710:1630,249.18,166.55,65.93,16.17,4.9,0
20160710:1730,156.96,110.81,65.88,16.66,4.83,0
20160710:1830,220.14,149.86,60.3,16.74,4.28,0
20160710:1930,132.64,96.3,51.6,17.43,3.86,0
20160710:2030,112,82.93,41.59,17.38,3.66,0
20160710:2130,127.24,91.65,31.14,17.3,3.52,0
20160710:2230,26.94,26.31,20.71,17.19,3.31,0
20160710:2330,11.5,14.25,10.63,16.87,3.03,0
20160711:0030,0.38,3.15,1.13,16.6,2.69,0
20160711:0130,0,0,0,16.21,2.48,0
20160711:0230,0,0,0,15.69,2.14,0
20160711:0330,0,0,0,15.18,1.79,0
20160711:0430,0,0,0,14.72,1.79,0
20160711:0530,0,0,0,14.37,1.72,0
20160711:0630,0,0,0,13.89,1.52,0
20160711:0730,0,0,0,13.09,1.45,0
20160711:0830,0,0,0,12.79,1.45,0
20160711:0930,2.42,4.64,1.23,13.13,1.66,0
20160711:1030,91.22,66.22,10.67,13.39,2,0
20160711:1130,463.52,288.66,20.76,13.8,2.14,0
20160711:1230,961.64,595.89,31.2,14.94,2.07,0
20160711:1330,1365.44,874.51,41.64,16.69,1.93,0
20160711:1430,1435.02,940.59,51.63,19.05,1.66,0
20160711:1530,1423.3,939.05,60.29,20.98,1.72,0
20160711:1630,1350.36,886.01,65.8,22.62,1.86,0
20160711:1730,1361.9,898.05,65.77,23.81,2.07,0
20160711:1830,1236.32,806.12,60.21,24.93,2.41,0
20160711:1930,1302.16,848.33,51.53,25.66,3.31,0
20160711:2030,1172.82,755.56,41.53,25.79,3.52,0
20160711:2130,784.98,499.45,31.08,25.63,3.72,0
20160711:2230,792.08,503.22,20.64,24.92,3.03,0
20160711:2330,481.28,310.36,10.56,24.14,2.48,0
20160712:0030,0,4.36,1.05,22.91,2.07,0
20160712:0130,0,0,0,21.69,2,0
20160712:0230,0,0,0,20.6,1.93,0
20160712:0330,0,0,0,19.78,1.93,0
20160712:0430,0,0,0,19,2.07,0
20160712:0530,0,0,0,18.44,2.07,0
20160712:0630,0,0,0,18.02,2.07,0
20160712:0730,0,0,0,17.95,2.48,0
20160712:0830,0,0,0,17.66,2.48,0
20160712:0930,1.48,4.88,1.11,17.28,2.55,0
20160712:1030,819.28,505.91,10.55,17.05,2.41,0
20160712:1130,1073.6,672.36,20.65,17.97,2.14,0
20160712:1230,1356.64,871.55,31.08,19.51,2.41,0
20160712:1330,1416.96,923.16,41.53,21.35,2.55,0
20160712:1430,1467.92,968.02,51.52,23.09,2.76,0
20160712:1530,1427.1,943.66,60.16,24.67,2.9,0
20160712:1630,1272.98,836.06,65.66,25.82,2.69,0
20160712:1730,1113.28,729.35,65.64,26.44,2.41,0
20160712:1830,1265.6,837.79,60.11,26.8,2.28,0
20160712:1930,996.78,648.52,51.45,27.37,2.34,0
20160712:2030,1061.2,696.48,41.46,27.43,1.72,0
20160712:2130,1020.22,669.8,31.01,27.6,1.38,0
20160712:2230,1039.74,683.12,20.58,27.53,1.1,0
20160712:2330,747.24,484.63,10.48,26.98,1.03,0
20160713:0030,0,5.54,0.96,25.85,1.45,0
20160713:0130,0,0,0,24.48,2.14,0
20160713:0230,0,0,0,23.31,2.41,0
20160713:0330,0,0,0,22.62,2.41,0
20160713:0430,0,0,0,22.17,2.41,0
20160713:0530,0,0,0,21.73,2.34,0
20160713:0630,0,0,0,21.3,2.21,0
20160713:0730,0,0,0,20.76,2.48,0
20160713:0830,0,0,0,20.56,2.55,0
20160713:0930,0.38,4.51,0.98,20.32,2.62,0
20160713:1030,641.04,402.13,10.43,20.32,2.55,0
20160713:1130,986.82,624.51,20.53,21.24,2.07,0
20160713:1230,1272.6,826.62,30.97,22.89,2.07,0
20160713:1330,1356.66,894.03,41.41,24.67,2.28,0
20160713:1430,1419.36,944.35,51.39,26.29,2.69,0
20160713:1530,1450.26,970.71,60.02,27.75,3.1,0
20160713:1630,1475.64,995.25,65.52,29.11,3.24,0
20160713:1730,1371.84,915.63,65.51,30.32,3.52,0
20160713:1830,1305.94,865.6,60.01,31.12,4,0
20160713:1930,1330.44,880,51.37,31.52,4.76,0
